title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year,Developer_metacritic_game_info,Genre_metacritic_game_info,Metascore_metacritic_game_info,Avg_Userscore_metacritic_game_info,No. of players_metacritic_game_info,releasedate_VGOutput,releasedate_raw,releasedate_quarter,releasedate_link,releasedate_1986-2023,Userscore,component_0,component_1,component_2,component_3,component_4,component_5,component_6,component_7,component_8,component_9,component_10,component_11,component_12,component_13,component_14,component_15,component_16,component_17,component_18,component_19,component_20,component_21,component_22,component_23,component_24,component_25,component_26,component_27,component_28,component_29,component_30,component_31,component_32,component_33,component_34,component_35,component_36,component_37,component_38,component_39,component_40,component_41,component_42,component_43,component_44,component_45,component_46,component_47,component_48,component_49,component_50,component_51,component_52,component_53,component_54,component_55,component_56,component_57,component_58,component_59,component_60,component_61,component_62,component_63,component_64,component_65,component_66,component_67,component_68,component_69,component_70,component_71,component_72,component_73,component_74,component_75,component_76,component_77,component_78,component_79,component_80,component_81,component_82,component_83,component_84,component_85,component_86,component_87,component_88,component_89,component_90,component_91,component_92,component_93,component_94,component_95,component_96,component_97,component_98,component_99
Need for Speed ProStreet,PS,Racing,Electronic Arts,5.0,9.0,8.0,156.0,4.62,1.13,4.8,3.32,13.87,4.47,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed ProStreet PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed ProStreet,PS2,Racing,Activision,9.0,3.0,7.0,282.0,2.41,0.69,0.04,6.61,9.75,6.94,2007,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed ProStreet PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed ProStreet,PC,Racing,Amazon Game Studios,3.0,1.0,2.0,262.0,3.0,4.72,3.87,0.04,8.67,3.0,2007,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed ProStreet PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed ProStreet,PS3,Racing,Ubisoft,1.0,7.2,7.0,118.0,2.04,0.73,0.04,0.91,3.72,5.85,2007,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed ProStreet PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed ProStreet,DS,Racing,Electronic Arts,3.0,4.0,4.0,138.0,3.0,0.11,2.23,0.01,2.48,5.34,2007,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed ProStreet DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Shift,PS,Racing,Electronic Arts,7.0,9.0,10.0,230.0,1.02,2.09,1.81,6.01,10.93,1.56,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Shift PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Shift,PC,Racing,Omega,10.0,8.3,8.0,63.0,3.0,4.16,1.15,0.05,5.42,5.22,2009,SlightlyMadStudios,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,83.0,5.8,1,,September 15 2009,2009-09-15 00:00:00,https://www.google.com/search?q=Need for Speed Shift PC NA release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Shift,PS3,Racing,Electronic Arts,8.6,8.2,7.0,11.0,2.65,0.69,0.04,1.4,4.78,4.62,2009,SlightlyMadStudios,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,84.0,7,1,,September 15 2009,2009-09-15 00:00:00,https://www.google.com/search?q=Need for Speed Shift PS3 NA release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Shift  Exotic Racing Series,PS,Racing,Sony Computer Entertainment,8.0,8.0,6.0,295.0,1.35,4.59,2.8,4.6,13.34,4.56,2016,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Shift  Exotic Racing Series PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Shift 2 Unleashed,PS,Racing,Electronic Arts,8.0,3.0,8.0,18.0,7.3,2.06,2.71,3.09,15.16,2.03,2011,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Shift 2 Unleashed PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Shift 2 Unleashed,PS3,Racing,Activision,9.0,8.4,9.0,62.0,3.0,0.2,1.31,0.36,2.54,5.59,2011,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Shift 2 Unleashed PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Undercover,PS,Racing,Electronic Arts,6.0,10.0,3.0,264.0,6.44,1.93,5.83,1.6,15.8,2.27,2010,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Undercover PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Undercover,PC,Racing,Electronic Arts,5.0,9.0,7.0,224.0,3.0,3.88,4.31,0.07,8.33,3.69,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Undercover PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Undercover,DS,Racing,Activision,4.0,10.0,4.0,104.0,3.0,0.18,4.31,0.03,4.75,3.44,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Undercover DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Undercover,PS3,Racing,Sony Computer Entertainment,6.0,5.9,9.0,161.0,2.06,0.63,0.05,1.01,3.75,6.62,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Undercover PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Undercover,PS2,Racing,Sony Computer Entertainment,5.0,10.0,7.0,214.0,1.4,0.38,0.03,0.08,1.89,4.66,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Undercover PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed World Online,PC,Racing,Activision,6.0,10.0,1.0,264.0,3.91,1.59,2.79,1.92,10.21,2.91,2010,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed World Online PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed (2015),PS4,Racing,Electronic Arts,7.0,7.0,8.0,29.0,2.72,0.59,0.06,1.66,5.03,6.04,2015,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed (2015) PS4 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Carbon,PC,Racing,Sony Computer Entertainment,2.0,7.9,9.0,299.0,3.0,4.72,2.54,0.04,7.35,1.62,2006,BlackBox,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,78.0,7.2,1,,November 1 2006,2006-11-01 00:00:00,https://www.google.com/search?q=Need for Speed Carbon PC NA release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Carbon,PS2,Racing,Frontier Developments,6.0,7.7,4.0,260.0,1.34,1.22,0.05,0.05,2.66,5.59,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Carbon PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Carbon,PS3,Racing,Activision,2.0,7.8,2.0,61.0,1.24,0.49,0.03,0.51,2.27,2.86,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Carbon PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Carbon Own the City,PS,Racing,Electronic Arts,6.0,8.0,7.0,90.0,4.28,4.91,1.65,5.17,16.01,7.42,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Carbon Own the City PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Carbon Own the City,DS,Racing,Electronic Arts,7.0,6.0,1.0,93.0,3.0,0.17,1.1,0.01,1.48,2.12,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Carbon Own the City DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Collectors Series,PS2,Racing,Frontier Developments,5.0,9.0,7.0,103.0,2.62,4.45,1.55,6.69,15.31,2.31,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Collectors Series PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Heat,PS4,Racing,Electronic Arts,8.0,6.0,1.0,203.0,5.51,1.16,2.46,3.12,12.25,5.92,2019,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Heat PS4 release date,2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Rivals,PS3,Racing,Sony Computer Entertainment,8.0,5.0,3.0,297.0,1.27,0.33,0.05,0.69,2.34,2.75,2013,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Rivals PS3 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Underground,PS2,Racing,Frontier Developments,10.0,8.6,1.0,38.0,7.2,3.27,0.08,2.83,13.38,2.3,2003,EABlackBox,Driving;Racing;GT / Street,85.0,8.7,1 to 4,,November 17 2003,2003-11-17 00:00:00,https://www.google.com/search?q=Need for Speed Underground PS2 NA release date,,8.925531914893616,0.1369026589558387,0.012391174219903649,0.0035917891713344863,0.007906910549753869,0.003021113140906501,-0.008111901350087115,0.004533832374511085,0.000626126425308841,0.007275925356568817,0.0015128380930186558,-0.004549990090952498,0.007162560915412661,-0.015484972585584992,0.001076562107659755,-0.016604339314657723,0.00040852189249570436,-0.016172800326651467,0.0035590988451996756,0.007903472509837616,-0.022096714508734423,0.0001571278771784386,0.010975432704488924,0.001331988322097058,-0.022934341685157403,0.023404628223494567,-0.0038337599510452312,-0.04667722792569315,-0.04462551292900647,0.015139343374075796,0.01984057247889093,0.003817638566713737,-0.03335562105522267,0.002812899729826129,0.0015329439484399615,0.011456651679914314,0.028530354908091787,-0.002355012089343281,0.004599995487012841,0.01143097824986086,0.015653748630290894,0.040168897034615826,0.007168484484994385,-0.01856596522612318,-0.00016535042054340574,0.03639270611567645,0.01009427160568814,-0.02545369111485473,-0.023860654864690533,-0.005782673178351845,0.0024124136016732294,0.011279006385546688,0.009253008513421172,0.005365484148177371,0.00857352142262477,0.0015305952495369359,0.005147227777098305,-0.0061413579320889885,-0.013966805403037779,-0.007775814383633343,0.006829643505890923,-0.005935022273746625,-0.00601336984304739,-0.005402986856528679,-0.010760305143765005,0.007052842036784579,0.0037623463838383983,0.004544916019055777,-0.0004440757566484343,-0.0021017448907802534,-0.006441410707487426,0.00017054518588978105,0.001719453450835356,0.006671728758349995,0.005850831411537717,-0.0024364586881203093,-0.007715205885704726,-0.011597619242029752,-3.6903774550207433e-06,-0.0064587877348568756,0.0007621064952518245,-0.011672294829062697,-0.0037181802553920354,0.0030286686061319263,0.002442767640407457,0.0061376495532460985,-0.0036145933345041554,0.0013859593858144763,0.0015987550694281708,-0.0009905625840830798,0.0038034870741841284,1.6098556474756825e-05,0.002978920049851113,0.0031293877436723316,-0.006833341933964442,-0.004611163581940087,-0.00023941679401144928,-0.0036528160547438073,0.000611929673747219,-0.008928134481235554,-0.006866898242490267
Need For Speed Underground,PC,Racing,Ubisoft,1.0,9.0,8.0,179.0,3.0,3.37,5.92,0.04,9.38,1.57,2003,BlackBox,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,82.0,8.3,1 to 4,,November 17 2003,2003-11-17 00:00:00,https://www.google.com/search?q=Need For Speed Underground PC NA release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Underground 2,PS2,Racing,Frontier Developments,5.0,8.3,1.0,51.0,6.9,2.71,0.08,3.02,12.71,3.47,2004,EACanada,Driving;Racing;GT / Street,82.0,8.7,Mutliplayer,,November 9 2004,2004-11-09 00:00:00,https://www.google.com/search?q=Need for Speed Underground 2 PS2 NA release date,,8.285714285714286,0.1499873593634559,-0.0028620920454247847,0.0114850562810802,-0.00047573387196835044,-0.007757425058229994,-0.025940129491845054,0.013032622988803552,-0.010618956686551403,-0.02360672905813464,0.004341617812771881,0.005584990700084801,0.013557445290365538,-0.009625616708247093,-0.005380887663115895,0.007090258199139373,0.011520458681780884,0.0035495757060883754,-0.0022490374037748354,0.00961925714060223,-0.0025358483479454887,-0.008220069623728248,0.005879170706952161,0.017693915459999376,-0.007815377751733304,0.006027064430422698,-0.01614994596486468,-0.020530851883493153,-0.013167087480991888,-0.004735020929019992,0.017588399061156727,-0.01592556305112534,-0.010213868108661995,0.00903417371722556,0.008972078765262624,0.019881443261891434,0.012941392221732873,0.0012775209762658243,-0.008072455991019313,-0.01404666424345828,0.017084489889670665,-0.005624905937273635,0.015192104222669464,-0.010905578986853815,0.0035022692885424075,-0.012149379017356233,0.02181448968492846,-0.001976088764001163,0.0020725050067015726,0.01133981304528504,0.02019317004631549,0.008838852218845516,-0.014853409251392545,0.0005959505563416452,0.015622897771899126,0.004144397312618632,-0.005270021594377948,0.0029923865591533873,-0.0014046491601033607,-0.002489417098892691,-0.028091138624814965,0.009235900619509022,0.012684239350318718,0.019474111196299753,-0.013146725638230078,-0.006580914425497837,0.008197250730782053,-0.012214487845885543,-0.023414255324250694,-0.0051975507068888534,-0.0023573725875561413,-0.007968177244558118,0.009713730655569365,0.015960535946559832,-0.015279768275670152,-0.006931670553989369,0.015723375237250866,0.018119967013645828,-0.014046176588674871,0.003397653037187785,0.0072472248905957265,-0.00011394996025463937,-0.004468320020815847,-0.0004279302714109945,0.0011496189516228411,-0.025724738069460174,-0.005732966231867323,-0.003333358810831711,-0.011607739024520518,-0.004679784143884377,0.006347303483101042,-0.012223893437005747,0.005400926410330778,-0.017331204774069,-0.011368513993594695,-0.025811770960909974,0.00642772603749021,0.004893787381494106,-0.013460689295510989,0.024304645378474248,0.011983418935068022
Need for Speed Underground 2,PC,Racing,Frontier Developments,4.0,7.0,5.0,297.0,3.0,2.76,3.57,0.06,6.46,3.66,2004,EACanada,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,82.0,8.6,1,,November 9 2004,2004-11-09 00:00:00,https://www.google.com/search?q=Need for Speed Underground 2 PC NA release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Underground 2,DS,Racing,Activision,9.0,9.0,3.0,26.0,3.0,0.11,5.8,0.02,6.06,3.25,2005,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Underground 2 DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need for Speed Underground Rivals,PS,Racing,Electronic Arts,9.0,4.0,2.0,236.0,4.2,4.91,1.55,3.47,14.13,3.3,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Need for Speed Underground Rivals PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negima ? 3 Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,Adventure,Electronic Arts,6.0,8.0,7.0,166.0,3.0,2.61,0.04,4.55,7.24,4.93,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Negima ? 3 Jikanme ~Koi to Mahou to Sekaiju Densetsu~ PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negima ? Chou Mahora Taisen Chuu Checkiin Zenin Shuugou Yappari Onsen Kichaimashitaa,DS,Adventure,Amazon Game Studios,1.0,6.0,9.0,232.0,3.0,4.37,0.02,4.37,8.78,1.22,2007,,,,,,,,00:00:00,https://www.google.com/search?q=Negima ? Chou Mahora Taisen Chuu Checkiin Zenin Shuugou Yappari Onsen Kichaimashitaa DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negima ? Chou Mahora Taisen Kattoiin Keiyaku Shikkou Dechai masuu,DS,Adventure,Omega,1.0,3.0,5.0,70.0,3.0,1.84,0.04,5.63,7.55,5.97,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Negima ? Chou Mahora Taisen Kattoiin Keiyaku Shikkou Dechai masuu DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighbours from Hell 2 On Vacation,PC,Puzzle,Electronic Arts,1.0,3.0,6.5,53.0,4.12,4.1,5.44,6.51,20.17,5.45,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Neighbours from Hell 2 On Vacation PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neighbours From Hell Compilation,PC,Puzzle,Sony Computer Entertainment,10.0,3.0,3.0,99.0,7.38,2.72,1.86,1.54,13.5,4.23,2004,,,,,,,,00:00:00,https://www.google.com/search?q=Neighbours From Hell Compilation PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neko Neko Bakery DS,DS,Simulation,Sony Computer Entertainment,6.0,10.0,8.0,67.0,5.99,2.31,2.82,2.82,13.94,6.65,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Neko Neko Bakery DS DS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neko Zamurai,PS,Adventure,Frontier Developments,1.0,4.0,5.0,258.0,2.81,1.31,2.33,1.63,8.08,3.37,2009,,,,,,,,00:00:00,https://www.google.com/search?q=Neko Zamurai PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neo Angelique,PS2,Adventure,Sony Computer Entertainment,3.0,3.0,2.0,100.0,3.0,1.92,0.02,1.26,3.22,1.48,2006,,,,,,,,00:00:00,https://www.google.com/search?q=Neo Angelique PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neo Angelique Full Voice,PS2,Adventure,Ubisoft,5.0,7.0,5.0,44.0,2.09,2.45,3.65,6.49,14.68,5.82,2008,,,,,,,,00:00:00,https://www.google.com/search?q=Neo Angelique Full Voice PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neo Atlas 1469,PC,Simulation,Activision,5.0,4.0,4.0,45.0,7.42,1.33,1.13,3.69,13.57,4.81,2000,,,,,,,,00:00:00,https://www.google.com/search?q=Neo Atlas 1469 PC release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neo Contra,PS2,Shooter,Activision,5.0,6.9,10.0,119.0,3.0,0.1,1.85,0.08,2.24,1.26,2004,,,,,,,,00:00:00,https://www.google.com/search?q=Neo Contra PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeoGeo Battle Coliseum,PS2,Fighting,Omega,2.0,7.0,6.0,271.0,3.0,0.16,3.3,0.13,3.92,3.31,2007,,,,,,,,00:00:00,https://www.google.com/search?q=NeoGeo Battle Coliseum PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeoGeo Heroes Ultimate Shooting,PS,Shooter,Amazon Game Studios,9.0,7.0,5.0,155.0,6.06,2.27,4.8,1.03,14.16,0.01,2010,,,,,,,,00:00:00,https://www.google.com/search?q=NeoGeo Heroes Ultimate Shooting PS release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeoGeo Online Collection Complete Box Gekkan,PS2,Fighting,Electronic Arts,6.0,3.0,4.0,150.0,4.91,2.19,5.14,6.16,18.4,4.86,2009,,,,,,,,00:00:00,https://www.google.com/search?q=NeoGeo Online Collection Complete Box Gekkan PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeoGeo Online Collection Complete Box Joukan,PS2,Fighting,Activision,8.0,8.0,1.0,103.0,4.91,6.97,4.65,6.37,22.9,2.13,2009,,,,,,,,00:00:00,https://www.google.com/search?q=NeoGeo Online Collection Complete Box Joukan PS2 release date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neon City Riders,PC,Board Game,Frontier Developments,7.0,6.0,8.0,242.0,7.23,2.92,1.88,5.8,17.83,3.14,2020,,,,,,,,00:00:00,https://www.google.com/search?q=Neon City Riders PC release date,2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neon Junctions,PS4,Puzzle,IBM,10.0,1.0,6.0,147.0,5.41,5.0,2.95,1.19,14.55,1.37,2019,,,,,,,,00:00:00,https://www.google.com/search?q=Neon Junctions PS4 release date,2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neon Junctions,PC,Puzzle,Amazon Game Studios,10.0,2.0,4.0,27.0,1.22,1.35,2.66,2.89,8.12,4.27,2019,,,,,,,,00:00:00,https://www.google.com/search?q=Neon Junctions PC release date,2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neon Wars,PC,Shooter,Activision,1.0,5.0,7.0,146.0,1.42,2.01,3.29,4.6,11.32,5.62,2007,,,,,,,,00:00:00,https://www.google.com/search?q=Neon Wars PC release date,2006-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
