Title,Platform,Genre,Publisher,VGScore,CriticScore,UserScore,TotalShipped,AsianSales,NorthAmericaSales,JapanSales,EuropeSales,GlobalSales,ProductionCost,ReleaseYear_v1,Developer,MultipleGenre,MetaScore,AvgUserScore,NoOfPlayers,releasedate_1986-2023,releasedate_VGOutput,releasedate_raw,ReleaseDate,releasedate_link,ReleaseYear,ReleaseMonth,EndOfMonth,ReleaseQuarter,ReleaseWeekDay,ReleaseWeekend,ReleaseWeek
Infernal,PC,Shooter,Electronic Arts,2,5,5,210,4.52,4.91,1.49,4.53,15.45,1.28,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Infernal PC release date,,,,,,,
Inferno Pool,PS,Sports,Amazon Game Studios,6,8,4,281,2.01,4.84,5.24,3.5,15.59,4.76,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Inferno Pool PS release date,,,,,,,
Infinifactory,PC,Puzzle,Ubisoft,8,6,4,0.16,2.19,3.13,3.61,6.77,15.7,4.68,2014,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Infinifactory PC release date,,,,,,,
Infinite Beyond The Mind,PS4,Board Game,Sony Computer Entertainment,8,9,8,212,4.48,3.83,1.66,2.49,12.46,5.79,2020,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Infinite Beyond The Mind PS4 release date,,,,,,,
Infinite Crosswords,PC,Puzzle,Activision,9,9,2,160,7.24,2.32,5.7,4.39,19.65,5.46,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Infinite Crosswords PC release date,,,,,,,
Infinity Plus,PS2,Adventure,IBM,3,5,3,46,1.53,3.49,1.64,5.57,12.23,4.86,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Infinity Plus PS2 release date,,,,,,,
Infliction,PC,Adventure,Sony Computer Entertainment,7,7,6,163,4.47,3.2,4.72,3.8,16.19,1.67,2018,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Infliction PC release date,,,,,,,
Infliction,PS4,Adventure,Activision,6,5,4,267,2.86,1.28,2.7,1.69,8.53,7.36,2019,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Infliction PS4 release date,,,,,,,
Influence,PS,Puzzle,Amazon Game Studios,10,3,5,228,1.56,4.38,4.32,5.3,15.56,5.8,2010,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Influence PS release date,,,,,,,
Initial D Extreme Stage,PS3,Racing,Frontier Developments,1,5,6,182,3,2,0.08,2.31,4.47,1.56,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Initial D Extreme Stage PS3 release date,,,,,,,
Initial D Mountain Vengeance,PC,Racing,Omega,1,4,10,224,5.85,4.68,3.32,4.3,18.15,1.95,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Initial D Mountain Vengeance PC release date,,,,,,,
Initial D Special Stage,PS2,Racing,Electronic Arts,3,2,3,140,3,1.11,0.27,3.9,5.55,1.7,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Initial D Special Stage PS2 release date,,,,,,,
Initial D Takahashi Ryosuke no Typing Saisoku Riron,PS2,Racing,Electronic Arts,6,4,9,282,5.79,1.38,4.09,4.5,15.76,1.21,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Initial D Takahashi Ryosuke no Typing Saisoku Riron PS2 release date,,,,,,,
Injustice Gods Among Us,PC,Fighting,Sony Computer Entertainment,9,9,4,238,6.38,2.6,4.8,5.21,18.99,0.03,2013,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Injustice Gods Among Us PC release date,,,,,,,
Injustice Gods Among Us,PS3,Fighting,Activision,7,1,2,38,1.28,0.5,0.01,0.56,2.35,2.32,2013,NetherRealmStudios,Action;Fighting;Fighting;2D;2D,78,7.9,1 to 8,,#N/A,April 16 2013,16/4/2013,https://www.google.com/search?q=Injustice Gods Among Us PS3 NA release date,2013,4,No,2,2,Weekday,16
Injustice Gods Among Us Ultimate Edition,PS4,Fighting,Amazon Game Studios,9,9,2,292,3,0.46,3.57,0.35,5.36,5.41,2013,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Injustice Gods Among Us Ultimate Edition PS4 release date,,,,,,,
Injustice 2,PS4,Fighting,IBM,7,10,6,179,1.72,0.88,5.84,0.54,8.98,2.51,2017,NetherRealmStudios,Action;Fighting;2D,87,8.2,1 to 2,,#N/A,May 9 2017,9/5/2017,https://www.google.com/search?q=Injustice 2 PS4 NA release date,2017,5,No,2,2,Weekday,19
Inkheart,DS,Adventure,Sony Computer Entertainment,5,8,10,27,3,0.02,2.81,6.18,9.03,3.92,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Inkheart DS release date,,,,,,,
Inkoku no Ryohime,PC,Adventure,Electronic Arts,7,1,2,124,5.51,6.65,4.87,6.62,23.65,3.9,2011,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Inkoku no Ryohime PC release date,,,,,,,
Innocence Pain,PC,Adventure,Sony Computer Entertainment,5,1,3,52,1.1,4.46,4.75,6.78,17.09,1.03,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Innocence Pain PC release date,,,,,,,
Innocent Colors Canvas 2 Fan Disc,PC,Adventure,Electronic Arts,5,7,4,12,5.02,1.44,1.07,6.12,13.65,1.23,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Innocent Colors Canvas 2 Fan Disc PC release date,,,,,,,
Innocent Life A Futuristic Harvest Moon Special Edition,PS2,Simulation,Frontier Developments,5,8,2,232,7.61,1.88,1.63,4.81,15.93,3.4,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Innocent Life A Futuristic Harvest Moon Special Edition PS2 release date,,,,,,,
Insaniquarium Deluxe,PC,Simulation,Amazon Game Studios,4,8,4,244,2.75,1.14,3.23,1.69,8.81,3,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Insaniquarium Deluxe PC release date,,,,,,,
Insecticide,PC,Adventure,Amazon Game Studios,2,10,5,105,4.6,2.81,1.28,4.75,13.44,2.88,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Insecticide PC release date,,,,,,,
Insecticide,DS,Adventure,Activision,4,3,8,48,3,0.06,4.94,4.09,9.15,2.35,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Insecticide DS release date,,,,,,,
Inside the Park Baseball,PC,Sports,Activision,7,2,7,298,3.44,4.57,3.1,5.53,16.64,4.6,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Inside the Park Baseball PC release date,,,,,,,
Inside Trader The Authentic Stock Trading Game,PC,Simulation,Frontier Developments,8,2,1,74,5.46,3.79,2.04,5.18,16.47,5.46,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Inside Trader The Authentic Stock Trading Game PC release date,,,,,,,
Inspector Gadget Gadgets Crazy Maze,PS,Puzzle,Ubisoft,6,9,3,135,3,0.03,5.59,0.02,5.69,5.17,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Inspector Gadget Gadgets Crazy Maze PS release date,,,,,,,
Insurgency Sandstorm,PC,Shooter,IBM,8,9,6,131,6.16,3.73,5.62,3.15,18.66,5.4,2018,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Insurgency Sandstorm PC release date,,,,,,,
Insurgency Sandstorm,PS4,Shooter,IBM,9,6,8,255,7.96,1.72,1.29,3.22,14.19,6.59,2020,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Insurgency Sandstorm PS4 release date,,,,,,,
Intergalactic Bubbles,PC,Puzzle,Frontier Developments,7,4,10,0.17,3.71,2.3,5.81,4.12,15.94,1.49,2014,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Intergalactic Bubbles PC release date,,,,,,,
Interlude,PS2,Adventure,Ubisoft,1,10,5,56,1.61,3.94,5.34,5.34,16.23,4.09,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Interlude PS2 release date,,,,,,,
International Athletics,PS,Sports,Amazon Game Studios,3,10,10,137,1.03,2.98,5.97,4.33,14.31,2.41,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Athletics PS release date,,,,,,,
International Athletics,DS,Sports,Electronic Arts,10,3,4,45,2.81,2.1,4.53,1.69,11.13,5.31,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Athletics DS release date,,,,,,,
International Cricket Captain 2,PC,Sports,Ubisoft,6,2,7,131,5.52,1.72,2.12,2.42,11.78,3.01,2000,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Cricket Captain 2 PC release date,,,,,,,
International Cricket Captain 2000,PS,Sports,Electronic Arts,10,10,7,266,6.2,2.78,1.4,6.51,16.89,5.94,2000,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Cricket Captain 2000 PS release date,,,,,,,
International Cricket Captain 2001 Ashes Edition,PC,Sports,Frontier Developments,9,8,2,118,5.5,3.06,5.44,2.7,16.7,4.93,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Cricket Captain 2001 Ashes Edition PC release date,,,,,,,
International Cricket Captain 2001 Ashes Edition,PS,Sports,Activision,1,7,4,2,4.73,1.53,1.33,5.85,13.44,3.99,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Cricket Captain 2001 Ashes Edition PS release date,,,,,,,
International Cricket Captain 2002,PC,Sports,IBM,8,4,8,73,1.64,4.88,4.53,2.3,13.35,6.77,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Cricket Captain 2002 PC release date,,,,,,,
International Cricket Captain 2002,PS,Sports,Sony Computer Entertainment,7,7,1,189,4.32,3.36,1.81,1.8,11.29,2.21,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Cricket Captain 2002 PS release date,,,,,,,
International Cricket Captain 2006,PC,Sports,Amazon Game Studios,9,8,1,167,4.66,2.2,4.77,5.72,17.35,1.12,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Cricket Captain 2006 PC release date,,,,,,,
International Cricket Captain 2008,PC,Sports,Omega,7,4,5,154,6.12,1.77,4.96,1.6,14.45,6.2,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Cricket Captain 2008 PC release date,,,,,,,
International Cricket Captain 2009,PC,Sports,Electronic Arts,1,9,2,228,3,4.06,4.73,0.01,8.81,4.05,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Cricket Captain 2009 PC release date,,,,,,,
International Cricket Captain Ashes Edition 2006,PC,Sports,Activision,2,2,10,257,6.78,4.41,4.56,4.87,20.62,1.32,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Cricket Captain Ashes Edition 2006 PC release date,,,,,,,
International Cricket Captain Ashes Year 2005,PC,Sports,Sony Computer Entertainment,5,10,6,53,4.08,3.93,4.9,3.89,16.8,3.53,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Cricket Captain Ashes Year 2005 PC release date,,,,,,,
International Cricket Captain III,PS2,Sports,Activision,3,7,8,27,3.11,2.67,4.96,6.71,17.45,4.38,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Cricket Captain III PS2 release date,,,,,,,
International Cricket Captain III,PC,Sports,Frontier Developments,3,2,2,118,7.19,1.96,5.38,1.18,15.71,3.62,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Cricket Captain III PC release date,,,,,,,
International Karate ,PS,Fighting,Amazon Game Studios,1,4,2,239,7.47,2.18,4.87,6.36,20.88,4.83,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Karate  PS release date,,,,,,,
International Snooker,PS,Sports,Frontier Developments,8,4,9,193,7.16,3.33,2.89,1.86,15.24,1.12,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Snooker PS release date,,,,,,,
International Snooker Championship,PS2,Sports,Electronic Arts,3,2,9,224,6.44,2.2,5.25,6.95,20.84,3.78,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Snooker Championship PS2 release date,,,,,,,
International Superstar Soccer 2,PS2,Sports,Frontier Developments,10,10,2,255,5.46,2.01,3.9,2.36,13.73,5.61,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Superstar Soccer 2 PS2 release date,,,,,,,
International Superstar Soccer 2000,PS2,Sports,IBM,8,2,10,16,3,3.48,0.2,2.22,6.1,3.95,2000,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Superstar Soccer 2000 PS2 release date,,,,,,,
International Superstar Soccer 3,PC,Sports,IBM,2,8,7,16,6.72,1.81,5.82,6.39,20.74,5.28,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Superstar Soccer 3 PC release date,,,,,,,
International Superstar Soccer 3,PS2,Sports,Amazon Game Studios,1,9,3,47,1.04,2.04,5,3.83,11.91,3.02,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Superstar Soccer 3 PS2 release date,,,,,,,
International Track & Field,PS,Sports,Activision,9,6,8,68,7.6,5.69,5.77,1.01,20.07,3.12,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=International Track & Field PS release date,,,,,,,
Interpol The Trail of Dr. Chaos,PC,Puzzle,Electronic Arts,9,8,9,248,1.67,7.38,4.39,6.7,20.14,6.68,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Interpol The Trail of Dr. Chaos PC release date,,,,,,,
Interpol The Trail of Dr. Chaos,PS,Puzzle,Amazon Game Studios,2,1,10,85,1.41,7.85,2.24,1.74,13.24,4.63,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Interpol The Trail of Dr. Chaos PS release date,,,,,,,
Inu Kaisha DS,DS,Simulation,Ubisoft,5,1,5,94,1.31,2.16,5.84,4.47,13.78,3.9,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Inu Kaisha DS DS release date,,,,,,,
InuYasha A Feudal Fairy Tale,PS,Fighting,Activision,6,9,6,36,3,4.52,0.1,1.62,6.35,5.06,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=InuYasha A Feudal Fairy Tale PS release date,,,,,,,
InuYasha Feudal Combat,PS2,Fighting,Frontier Developments,2,8,4,257,3,0.13,5,0.1,5.5,4.22,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=InuYasha Feudal Combat PS2 release date,,,,,,,
Inversion,PC,Shooter,Ubisoft,6,1,10,107,3,0.01,1.12,6.22,7.36,4.82,2012,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Inversion PC release date,,,,,,,
Iraroji VOW,DS,Puzzle,Amazon Game Studios,8,2,1,274,6.47,3.2,3.01,2.13,14.81,2.4,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Iraroji VOW DS release date,,,,,,,
Iridium Runners,PS2,Racing,Sony Computer Entertainment,3,8,4,286,3,0.01,1.83,0.01,1.87,1.91,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Iridium Runners PS2 release date,,,,,,,
Iron Chef America Supreme Cuisine,DS,Simulation,Frontier Developments,5,8,10,13,3,0.18,4.35,2.28,7,6.36,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Iron Chef America Supreme Cuisine DS release date,,,,,,,
Iron Grip Warlord,PC,Shooter,Sony Computer Entertainment,8,8,9,178,5.5,2.45,2.52,6.59,17.06,1.06,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Iron Grip Warlord PC release date,,,,,,,
Iron Maiden Hagane no Otome,PC,Adventure,Activision,6,10,9,202,7.78,2.66,1.48,3.95,15.87,2.11,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Iron Maiden Hagane no Otome PC release date,,,,,,,
Iron Roses,PC,Adventure,Electronic Arts,4,4,1,164,5.1,3.18,4.39,1.11,13.78,6.7,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Iron Roses PC release date,,,,,,,
Iron Soldier 3,PS,Simulation,Sony Computer Entertainment,2,6,6,126,3,0.01,4.4,0.01,4.44,2.89,2000,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Iron Soldier 3 PS release date,,,,,,,
Iron Storm,PC,Shooter,Frontier Developments,6,8,5,12,2.89,3.61,1.83,1.62,9.95,4.81,2002,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Iron Storm PC release date,,,,,,,
Irozuki Tingle no Koi no Balloon Trip,DS,Adventure,Electronic Arts,2,9,10,175,3,1.49,0.11,2.41,4.12,0.01,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Irozuki Tingle no Koi no Balloon Trip DS release date,,,,,,,
ISS Pro Evolution,PS,Sports,Omega,7,9,1,110,3,4.76,0.71,3.93,10.16,3.3,2000,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=ISS Pro Evolution PS release date,,,,,,,
istanbul Beyleri,PC,Fighting,Electronic Arts,2,3,2,164,4.12,2.5,4.93,1.5,13.05,6.24,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=istanbul Beyleri PC release date,,,,,,,
Itsu Demo Doko Demo Dekiru Igo AI Igo DS,DS,Puzzle,Omega,2,2,10,195,1.22,4.17,4.5,3.89,13.78,5.79,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Itsu Demo Doko Demo Dekiru Igo AI Igo DS DS release date,,,,,,,
Itsu Demo Doko Demo Dekiru Shogi AI Shogi DS,DS,Puzzle,Electronic Arts,9,10,7,288,1.85,3.42,3.57,4.98,13.82,3.96,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Itsu Demo Doko Demo Dekiru Shogi AI Shogi DS DS release date,,,,,,,
Ivy the Kiwi?,DS,Puzzle,Omega,7,7.3,2,188,3,0.04,1.2,4.96,6.25,1.51,2010,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Ivy the Kiwi? DS release date,,,,,,,
Iwaihime Matsuri,PS4,Adventure,Amazon Game Studios,6,7,4,58,5.02,4.31,3.8,6.18,19.31,0.03,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Iwaihime Matsuri PS4 release date,,,,,,,
Izumo 2,PS2,Adventure,Omega,4,8,6,290,3,3.82,0.01,4.32,8.16,3.98,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Izumo 2 PS2 release date,,,,,,,
J League Jikkyou Winning Eleven 2000,PS,Sports,Amazon Game Studios,10,7,1,247,3,2.29,0.15,1.94,4.54,0.03,2000,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=J League Jikkyou Winning Eleven 2000 PS release date,,,,,,,
J League Jikkyou Winning Eleven 2001,PS,Sports,Omega,5,7,5,60,5.58,2.11,1.2,6.88,15.77,0.01,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=J League Jikkyou Winning Eleven 2001 PS release date,,,,,,,
J League Pro Soccer Club o Tsukurou 3,PS2,Sports,Amazon Game Studios,10,10,8,248,3,5.69,0.52,1.88,8.61,2.71,2003,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=J League Pro Soccer Club o Tsukurou 3 PS2 release date,,,,,,,
J League Pro Soccer Club o Tsukurou 5,PS2,Sports,Omega,5,10,1,212,3,5.69,0.19,6.35,12.42,2.64,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=J League Pro Soccer Club o Tsukurou 5 PS2 release date,,,,,,,
J League Pro Soccer Club o Tsukurou 04,PS2,Sports,IBM,6,10,7,257,3,7.75,0.36,5.98,14.45,4.23,2004,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=J League Pro Soccer Club o Tsukurou 04 PS2 release date,,,,,,,
J League Winning Eleven 10  Europa League 06 07,PS2,Sports,IBM,9,6,2,278,3,1.29,0.21,3.88,5.59,6.85,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=J League Winning Eleven 10  Europa League 06 07 PS2 release date,,,,,,,
J League Winning Eleven 2007 Club Championship,PS2,Sports,Amazon Game Studios,2,4,3,260,3,1.63,0.31,1.59,3.84,5.84,2007,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=J League Winning Eleven 2007 Club Championship PS2 release date,,,,,,,
J League Winning Eleven 2008 Club Championship,PS2,Sports,Omega,2,1,1,259,3,3.88,0.22,3.81,8.13,3.04,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=J League Winning Eleven 2008 Club Championship PS2 release date,,,,,,,
J League Winning Eleven 2009 Club Championship,PS2,Sports,Electronic Arts,5,5,2,191,3,3.23,0.08,5.38,8.77,6.43,2009,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=J League Winning Eleven 2009 Club Championship PS2 release date,,,,,,,
J League Winning Eleven 9 Asia Championship,PS2,Sports,Activision,7,5,10,245,3,1.59,0.11,5.14,6.95,5.56,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=J League Winning Eleven 9 Asia Championship PS2 release date,,,,,,,
J Stars Victory Vs.,PS4,Fighting,Electronic Arts,9,2,4,21,3,0.11,1.83,0.14,2.39,1.99,2015,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=J Stars Victory Vs. PS4 release date,,,,,,,
J.B. Harold Blue Chicago Blues,PC,Adventure,Amazon Game Studios,4,3,8,239,6.11,1.71,5.19,2.68,15.69,6.83,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=J.B. Harold Blue Chicago Blues PC release date,,,,,,,
J.U.L.I.A. Among the Stars,PC,Adventure,Activision,6,3,6,179,4.47,2.27,5.76,1.16,13.66,5.29,2012,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=J.U.L.I.A. Among the Stars PC release date,,,,,,,
J.U.L.I.A. Among the Stars,PC,Adventure,Electronic Arts,6,5,2,115,1.88,2.56,2.04,2.46,8.94,6.92,2012,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=J.U.L.I.A. Among the Stars PC release date,,,,,,,
Jack Keane,PC,Adventure,IBM,2,8,8,109,3,6.45,3.2,0.02,9.7,3.76,2008,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Jack Keane PC release date,,,,,,,
Jack Orlando A Cinematic Adventure,PC,Adventure,Ubisoft,6,8,5,186,3.5,3.91,5.5,5.38,18.29,3.56,2001,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Jack Orlando A Cinematic Adventure PC release date,,,,,,,
Jacked,PS2,Racing,Activision,7,7,1,43,3.24,6.4,3.14,1.99,14.77,1.29,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Jacked PS2 release date,,,,,,,
Jacked,PC,Racing,Electronic Arts,5,1,8,69,1.84,2.49,3.18,2.49,10,5.55,2006,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Jacked PC release date,,,,,,,
Jade Rousseau,PC,Adventure,Activision,6,5,10,39,4.96,2.44,5.8,2.55,15.75,7.36,2011,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Jade Rousseau PC release date,,,,,,,
Jak X Combat Racing,PS4,Racing,Electronic Arts,8,7,10,272,5.59,1.7,1.38,2.01,10.68,2.33,2017,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Jak X Combat Racing PS4 release date,,,,,,,
Jak X Combat Racing,PS2,Racing,Omega,10,4,10,15,3,0.45,5.83,0.02,6.85,4.3,2005,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,,0/1/1900,https://www.google.com/search?q=Jak X Combat Racing PS2 release date,,,,,,,
